FID,NM_MUNICIP,CD_GEOCMU,x_cent,y_cent
1677,VENDA NOVA DO IMIGRANTE,3205069,-41.140219911300001,-20.370429015999999
1678,VIANA,3205101,-40.512819486399998,-20.400994794799999
1679,VILA PAVÃO,3205150,-40.627155476299997,-18.614241277500000
1680,VILA VALÉRIO,3205176,-40.329486311300002,-18.966542514899999
1681,VILA VELHA,3205200,-40.378299836399997,-20.434042047599998
1682,VITÓRIA,3205309,-39.137432438399998,-20.302209015199999
1683,ANGRA DOS REIS,3300100,-44.352987002299997,-22.986782196800000
1684,APERIBÉ,3300159,-42.134726203500001,-21.652423629600001
1685,ARARUAMA,3300209,-42.293250079800004,-22.755172077899999
1686,AREAL,3300225,-43.121926759700003,-22.235102041899999
1687,ARMAÇÃO DOS BÚZIOS,3300233,-41.950058905600002,-22.776080017400002
1688,ARRAIAL DO CABO,3300258,-42.158075576999998,-22.925896560599998
1689,BARRA DO PIRAÍ,3300308,-43.913557036500002,-22.426239685300001
1690,BARRA MANSA,3300407,-44.188455499500002,-22.506597853799999
1691,BELFORD ROXO,3300456,-43.376870069500001,-22.729061848000001
1692,BOM JARDIM,3300506,-42.372828600900000,-22.200388301800000
1693,BOM JESUS DO ITABAPOANA,3300605,-41.683747937600003,-21.123242587200000
1694,CABO FRIO,3300704,-42.057217971900002,-22.710360101300001
1695,CACHOEIRAS DE MACACU,3300803,-42.728776179599997,-22.515841952999999
1696,CAMBUCI,3300902,-41.913960402800001,-21.496263709899999
1697,CARAPEBUS,3300936,-41.651801492499999,-22.196023519899999
1698,COMENDADOR LEVY GASPARIAN,3300951,-43.256563095099999,-22.043292992500000
1699,CAMPOS DOS GOYTACAZES,3301009,-41.403900966000002,-21.747324482800000
1700,CANTAGALO,3301108,-42.334481852400003,-21.868740652400000
1701,CARDOSO MOREIRA,3301157,-41.500609077599997,-21.525293304700000
1702,CARMO,3301207,-42.568647274200003,-21.901132829400002
1703,CASIMIRO DE ABREU,3301306,-42.144216692599997,-22.482199755800000
1704,CONCEIÇÃO DE MACABU,3301405,-41.842851545800002,-22.135058932000000
1705,CORDEIRO,3301504,-42.342374710300000,-22.058816476800001
1706,DUAS BARRAS,3301603,-42.498541559400003,-22.056592392999999
1707,DUQUE DE CAXIAS,3301702,-43.299900952100003,-22.632558294599999
1708,ENGENHEIRO PAULO DE FRONTIN,3301801,-43.637694391700002,-22.512557587800000
1709,GUAPIMIRIM,3301850,-42.964570367100002,-22.583768911300002
1710,IGUABA GRANDE,3301876,-42.217974967000004,-22.828708771399999
1711,ITABORAÍ,3301900,-42.854631881800003,-22.749691042599999
1712,ITAGUAÍ,3302007,-43.817404549000003,-22.844117245400000
1713,ITALVA,3302056,-41.653659052999998,-21.424087379900001
1714,ITAOCARA,3302106,-42.082657757900002,-21.727153796900001
1715,ITAPERUNA,3302205,-41.895029889299998,-21.224557637600000
1716,ITATIAIA,3302254,-44.588319842600001,-22.441781000100001
1717,JAPERI,3302270,-43.605817295800001,-22.661887725200000
1718,LAJE DO MURIAÉ,3302304,-42.136339744099999,-21.250662740799999
1719,MACAÉ,3302403,-41.977343330799997,-22.295780388499999
1720,MACUCO,3302452,-42.273590731699997,-22.024221672400000
1721,MAGÉ,3302502,-43.113135688000000,-22.613592720600000
1722,MANGARATIBA,3302601,-44.043918480700000,-22.952556929800000
1723,MARICÁ,3302700,-42.816886144700000,-22.915410696900000
1724,MENDES,3302809,-43.739760716200003,-22.521678522500000
1725,MESQUITA,3302858,-43.452554983200002,-22.799558731000001
1726,MIGUEL PEREIRA,3302908,-43.469586254900001,-22.506957332700001
1727,MIRACEMA,3303005,-42.152538741400001,-21.395703191300001
1728,NATIVIDADE,3303104,-41.931609179299997,-21.041299321899999
1729,NILÓPOLIS,3303203,-43.428951241999997,-22.821067273400001
1730,NITERÓI,3303302,-43.055427679499999,-22.915130399999999
1731,NOVA FRIBURGO,3303401,-42.501496788399997,-22.319807824100000
1732,NOVA IGUAÇU,3303500,-43.501894230700003,-22.687432500100002
1733,PARACAMBI,3303609,-43.725578742800003,-22.621903844900000
1734,PARAÍBA DO SUL,3303708,-43.305692738399998,-22.183809972399999
1735,PARATY,3303807,-44.706179632700000,-23.148436597900002
1736,PATY DO ALFERES,3303856,-43.405615875300001,-22.366193834899999
1737,PETRÓPOLIS,3303906,-43.157306277799997,-22.398552287299999
1738,PINHEIRAL,3303955,-43.998815891900001,-22.541864979200000
1739,PIRAÍ,3304003,-43.904546583600002,-22.633883521800001
1740,PORCIÚNCULA,3304102,-41.969475300900001,-20.906388363100000
1741,PORTO REAL,3304110,-44.326028149000003,-22.441061868599999
1742,QUATIS,3304128,-44.236922591099997,-22.354999577200001
1743,QUEIMADOS,3304144,-43.585045412600003,-22.725566309200001
1744,QUISSAMÃ,3304151,-41.440496003699998,-22.104303912599999
1745,RESENDE,3304201,-44.484865560199999,-22.440673363100000
1746,RIO BONITO,3304300,-42.588460085599998,-22.734669423200000
1747,RIO CLARO,3304409,-44.079073144299997,-22.782105075600001
1748,RIO DAS FLORES,3304508,-43.539353051200003,-22.160050672099999
1749,RIO DAS OSTRAS,3304524,-41.946806601900001,-22.454204489999999
1750,RIO DE JANEIRO,3304557,-43.450933501500003,-22.923221202000001
1751,SANTA MARIA MADALENA,3304607,-41.913124208699998,-21.969756361000002
1752,SANTO ANTÔNIO DE PÁDUA,3304706,-42.192723999300000,-21.555931645499999
1753,SÃO FRANCISCO DE ITABAPOANA,3304755,-41.134642557100001,-21.418268291400000
1754,SÃO FIDÉLIS,3304805,-41.787605301399999,-21.660141786200001
1755,SÃO GONÇALO,3304904,-42.997230113800001,-22.825649006999999
1756,SÃO JOÃO DA BARRA,3305000,-41.080653486000003,-21.781648133299999
1757,SÃO JOÃO DE MERITI,3305109,-43.365304379500003,-22.785148389500002
1758,SÃO JOSÉ DE UBÁ,3305133,-41.949186967000003,-21.370481914199999
1759,SÃO JOSÉ DO VALE DO RIO PRETO,3305158,-42.933020016900002,-22.169749740499999
1760,SÃO PEDRO DA ALDEIA,3305208,-42.124907731699999,-22.787469967300002
1761,SÃO SEBASTIÃO DO ALTO,3305307,-42.102432306300003,-21.883548251600001
1762,SAPUCAIA,3305406,-42.822626634899997,-22.024184214300000
1763,SAQUAREMA,3305505,-42.518692768100003,-22.877968900599999
1764,SEROPÉDICA,3305554,-43.702621902099999,-22.759624372099999
1765,SILVA JARDIM,3305604,-42.413291853399997,-22.567725959800001
1766,SUMIDOURO,3305703,-42.667105546400002,-22.112602026800001
1767,TANGUÁ,3305752,-42.725592892599998,-22.781624723600000
1768,TERESÓPOLIS,3305802,-42.873820104099998,-22.314001110800000
1769,TRAJANO DE MORAES,3305901,-42.155808273799998,-22.130158988600002
1770,TRÊS RIOS,3306008,-43.114205915299998,-22.124065283299998
1771,VALENÇA,3306107,-43.857937833800001,-22.234701669300001
1772,VARRE-SAI,3306156,-41.829777529200001,-20.892582441100000
1773,VASSOURAS,3306206,-43.575288691899999,-22.360968689100002
1774,VOLTA REDONDA,3306305,-44.088553771699999,-22.491233518100000
1775,ADAMANTINA,3500105,-51.056802358799999,-21.576682210300000
1776,ADOLFO,3500204,-49.653283441399999,-21.288685099700000
1777,AGUAÍ,3500303,-47.040319882299997,-22.049956292400001
1778,ÁGUAS DA PRATA,3500402,-46.691665166100002,-21.913960771799999
1779,ÁGUAS DE LINDÓIA,3500501,-46.603672082000003,-22.474823174099999
1780,ÁGUAS DE SANTA BÁRBARA,3500550,-49.261037034399997,-22.857954841900000
1781,ÁGUAS DE SÃO PEDRO,3500600,-47.876089664600002,-22.598649678899999
1782,AGUDOS,3500709,-49.108767544599999,-22.571934207200002
1783,ALAMBARI,3500758,-47.869055057600001,-23.548927032900000
1784,ALTAIR,3500907,-49.093860818400003,-20.533337786499999
1785,ALTINÓPOLIS,3501004,-47.386248300500000,-21.018047252900001
1786,ALTO ALEGRE,3501103,-50.192116767999998,-21.612539782799999
1787,ALUMÍNIO,3501152,-47.281259220099997,-23.533021161299999
1788,ÁLVARES FLORENCE,3501202,-49.920251462000003,-20.289554434599999
1789,ÁLVARO DE CARVALHO,3501400,-49.733989377500002,-22.086524162700002
1790,ALVINLÂNDIA,3501509,-49.758530645199997,-22.452552212000001
1791,AMERICANA,3501608,-47.289118850000001,-22.723242945700001
1792,AMÉRICO BRASILIENSE,3501707,-48.032287386000000,-21.722338235300001
1793,AMÉRICO DE CAMPOS,3501806,-49.768017944999997,-20.289386108100000
1794,AMPARO,3501905,-46.798728561799997,-22.699128783599999
1795,ANALÂNDIA,3502002,-47.677955348799998,-22.121084616800001
1796,ANGATUBA,3502200,-48.459334166700003,-23.436841874999999
1797,ANHEMBI,3502309,-48.174731117000000,-22.800067362800000
1798,APARECIDA,3502507,-45.237259819899997,-22.914114405900001
1799,APARECIDA D'OESTE,3502606,-50.921977262200002,-20.478803392500001
1800,APIAÍ,3502705,-48.817357311000002,-24.421470335199999
1801,ARAÇARIGUAMA,3502754,-47.072375018499997,-23.434433877099998
1802,ARAÇATUBA,3502804,-50.574498088500000,-21.113857857199999
1803,ARAÇOIABA DA SERRA,3502903,-47.651527169600001,-23.543865073700001
1804,ARAMINA,3503000,-47.820643771000000,-20.145046034800000
1805,ARANDU,3503109,-49.064033356600000,-23.177696545100002
1806,ARAPEÍ,3503158,-44.438589627100001,-22.672911942399999
1807,ARARAQUARA,3503208,-48.181322488500001,-21.791649698099999
1808,ARARAS,3503307,-47.323856009200000,-22.346158923400001
1809,ARCO-ÍRIS,3503356,-50.430942768900003,-21.766339479199999
1810,AREALVA,3503406,-48.982118149300000,-22.076200928199999
1811,AREIAS,3503505,-44.712353587599999,-22.673131335099999
1812,AREIÓPOLIS,3503604,-48.652845360299999,-22.631820218500000
1813,ARIRANHA,3503703,-48.779212604400001,-21.185665401000001
1814,ARTUR NOGUEIRA,3503802,-47.132152766700003,-22.561197671500000
1815,ARUJÁ,3503901,-46.319051020499998,-23.386018416700001
1816,ASPÁSIA,3503950,-50.728030372900001,-20.183558933400001
1817,ASSIS,3504008,-50.420762737899999,-22.601741216800001
1818,ATIBAIA,3504107,-46.586787413200000,-23.123261995699998
1819,AURIFLAMA,3504206,-50.579959935799998,-20.644142162000001
1820,AVAÍ,3504305,-49.316211752400001,-22.187185931599998
1821,AVANHANDAVA,3504404,-49.947352206799998,-21.460541236499999
1822,AVARÉ,3504503,-48.894014931000001,-23.075190075300000
1823,BADY BASSITT,3504602,-49.437619982100003,-20.931535121500001
1824,BALBINOS,3504701,-49.333082377499998,-21.892412083100002
1825,BÁLSAMO,3504800,-49.551801908700000,-20.709564899499998
1826,BANANAL,3504909,-44.334519774500002,-22.733834430600002
1827,BARÃO DE ANTONINA,3505005,-49.571958193500002,-23.582914649799999
1828,BARBOSA,3505104,-49.922167506900003,-21.290658717500001
1829,BARIRI,3505203,-48.718837625600003,-22.066806691000000
1830,BARRA BONITA,3505302,-48.541747276700001,-22.479478432099999
1831,BARRA DO CHAPÉU,3505351,-49.085279777700002,-24.443776608400000
1832,BARRA DO TURVO,3505401,-48.426972504100000,-24.888743844899999
1833,BARRETOS,3505500,-48.651949483800003,-20.514164964300001
1834,BARRINHA,3505609,-48.095055313899998,-21.232548417400000
1835,BARUERI,3505708,-46.877249662799997,-23.505279160299999
1836,BASTOS,3505807,-50.743997316399998,-21.950218012099999
1837,BATATAIS,3505906,-47.574773726600000,-20.867798956800002
1838,BAURU,3506003,-49.126134675899998,-22.253991892399998
1839,BEBEDOURO,3506102,-48.510748796000001,-20.940451119399999
1840,BENTO DE ABREU,3506201,-50.861961454899998,-21.331755150900001
1841,BERNARDINO DE CAMPOS,3506300,-49.491898259599999,-23.030769532899999
1842,BERTIOGA,3506359,-46.030105746099998,-23.759657906000001
1843,BILAC,3506409,-50.479266652400000,-21.427789754700001
1844,BIRIGUI,3506508,-50.350972575199997,-21.261606275399998
1845,BIRITIBA-MIRIM,3506607,-46.021322792100001,-23.624165350300000
1846,BOA ESPERANÇA DO SUL,3506706,-48.463591991599998,-21.935011568899998
1847,BOCAINA,3506805,-48.529050878400000,-22.105430310700001
1848,BOFETE,3506904,-48.285871475900002,-23.128969647300000
1849,BOITUVA,3507001,-47.674957096500002,-23.287585220800000
1850,BOM JESUS DOS PERDÕES,3507100,-46.478978865700000,-23.172519991800002
1851,BOM SUCESSO DE ITARARÉ,3507159,-49.164579532799998,-24.315936119900002
1852,BORÁ,3507209,-50.502127057199999,-22.244216996100000
1853,BORACÉIA,3507308,-48.788331183399997,-22.170147345499998
1854,BORBOREMA,3507407,-49.071991127300002,-21.610776966900001
1855,BOREBI,3507456,-48.992319779799999,-22.680667493000001
1856,BOTUCATU,3507506,-48.468321926999998,-22.863442194099999
1857,BRAGANÇA PAULISTA,3507605,-46.555947572800001,-22.938353792800001
1858,BRAÚNA,3507704,-50.339392521699999,-21.553107048899999
1859,BREJO ALEGRE,3507753,-50.209780594999998,-21.176553748100002
1860,BRODOWSKI,3507803,-47.627772213699998,-21.049535095200000
1861,BROTAS,3507902,-48.081225412499997,-22.273290701699999
1862,BURI,3508009,-48.575366873299998,-23.752072400399999
1863,BURITAMA,3508108,-50.200220905800002,-21.049113554700000
1864,BURITIZAL,3508207,-47.692934173099999,-20.209317739100001
1865,CABRÁLIA PAULISTA,3508306,-49.372990651800002,-22.489451244900000
1866,CABREÚVA,3508405,-47.080205825699998,-23.301306223800001
1867,CAÇAPAVA,3508504,-45.713307371299997,-23.103727576600001
1868,CACHOEIRA PAULISTA,3508603,-44.991669928100002,-22.702376246699998
1869,CACONDE,3508702,-46.617038225999998,-21.539514456799999
1870,CAFELÂNDIA,3508801,-49.548684425099999,-21.731145817100000
1871,CAIABU,3508900,-51.223888722500000,-21.949764231500001
1872,CAIEIRAS,3509007,-46.745226508899997,-23.375931808000001
1873,CAJAMAR,3509205,-46.872034993900002,-23.351431713899998
1874,CAJATI,3509254,-48.195030065799997,-24.772045042199998
1875,CAJOBI,3509304,-48.838765051800003,-20.873676045900002
1876,CAJURU,3509403,-47.310293850599997,-21.275957982400001
1877,CAMPINA DO MONTE ALEGRE,3509452,-48.442073163899998,-23.606981882900001
1878,CAMPINAS,3509502,-47.043799604999997,-22.883760078700000
1879,CAMPO LIMPO PAULISTA,3509601,-46.760056482000003,-23.217917976799999
1880,CAMPOS DO JORDÃO,3509700,-45.533073522300000,-22.701733466000000
1881,CAMPOS NOVOS PAULISTA,3509809,-50.010281929000001,-22.610867494499999
1882,CANANÉIA,3509908,-48.008628681200001,-25.018796558999998
1883,CANAS,3509957,-45.041356367399999,-22.730070276399999
1884,CÂNDIDO MOTA,3510005,-50.421674727800003,-22.808684637399999
1885,CÂNDIDO RODRIGUES,3510104,-48.628624002499997,-21.342832793800000
1886,CANITAR,3510153,-49.791874492600002,-23.018727018500002
1887,CAPÃO BONITO,3510203,-48.289840928700002,-24.039201527300001
1888,CAPELA DO ALTO,3510302,-47.730988693599997,-23.467387858900000
1889,CAPIVARI,3510401,-47.478018796199997,-22.980729486800001
1890,CARAGUATATUBA,3510500,-45.488083423500001,-23.639672000400001
1891,CARAPICUÍBA,3510609,-46.841928494999998,-23.550040639900001
1892,CARDOSO,3510708,-49.947589530599998,-20.067192894400002
1893,CASA BRANCA,3510807,-47.088127159700001,-21.800547594699999
1894,CÁSSIA DOS COQUEIROS,3510906,-47.144090744400003,-21.263279012900000
1895,CATANDUVA,3511102,-48.963688358600002,-21.133764242000002
1896,CATIGUÁ,3511201,-49.052801141400003,-21.062843581199999
1897,CEDRAL,3511300,-49.263905742299997,-20.913887282899999
1898,CERQUEIRA CÉSAR,3511409,-49.143820309399999,-23.059341992499998
1899,CERQUILHO,3511508,-47.757133292699997,-23.187123398299999
1900,CESÁRIO LANGE,3511607,-47.903897849400003,-23.216511005899999
1901,CHARQUEADA,3511706,-47.746196641300003,-22.530175805599999
1902,CLEMENTINA,3511904,-50.460069907499999,-21.570329176800001
1903,COLINA,3512001,-48.588864748500001,-20.746168611000002
1904,COLÔMBIA,3512100,-48.721743956700003,-20.266873708700000
1905,CONCHAL,3512209,-47.141134439100000,-22.369315071300001
1906,CONCHAS,3512308,-48.047103923100003,-22.965633050699999
1907,CORDEIRÓPOLIS,3512407,-47.414673488200002,-22.479552680600001
1908,COROADOS,3512506,-50.303403403899999,-21.375606248499999
1909,CORONEL MACEDO,3512605,-49.306862451699999,-23.630119999400002
1910,CORUMBATAÍ,3512704,-47.611076336000004,-22.236405080099999
1911,COSMÓPOLIS,3512803,-47.186363607700002,-22.651639006400000
1912,COSMORAMA,3512902,-49.774621811599999,-20.442528963299999
1913,COTIA,3513009,-46.960512332800000,-23.675154402400000
1914,CRAVINHOS,3513108,-47.744577428600003,-21.339654216500001
1915,CRISTAIS PAULISTA,3513207,-47.400909196599997,-20.371322678399999
1916,CRUZÁLIA,3513306,-50.769060592099997,-22.737984011999998
1917,CRUZEIRO,3513405,-45.006300998500002,-22.551430646200000
1918,CUBATÃO,3513504,-46.408196039400003,-23.865903856999999
1919,CUNHA,3513603,-44.942138144799998,-23.052873421499999
1920,DESCALVADO,3513702,-47.654599424799997,-21.881214081500001
1921,DIADEMA,3513801,-46.611428436099999,-23.697214277299999
1922,DIRCE REIS,3513850,-50.628125519500003,-20.448452259600000
1923,DIVINOLÂNDIA,3513900,-46.697408167500001,-21.661679038900001
1924,DOBRADA,3514007,-48.357323707399999,-21.516123001499999
1925,DOIS CÓRREGOS,3514106,-48.340501128600003,-22.395907828599999
1926,DOLCINÓPOLIS,3514205,-50.528284731900001,-20.117241492100000
1927,DOURADO,3514304,-48.333525497600000,-22.117293672599999
1928,DUARTINA,3514502,-49.413373337899998,-22.393287310600002
1929,DUMONT,3514601,-47.979809254700001,-21.247090656600001
1930,ECHAPORÃ,3514700,-50.200620768699999,-22.448232400999999
1931,ELDORADO,3514809,-48.233625035000003,-24.495016354499999
1932,ELIAS FAUSTO,3514908,-47.370655478000003,-23.070640177100000
1933,ELISIÁRIO,3514924,-49.092081545299997,-21.161295035900000
1934,EMBAÚBA,3514957,-48.847540756100003,-20.952888463400001
1935,EMBU DAS ARTES,3515004,-46.851512137900002,-23.651333215800001
1936,EMBU-GUAÇU,3515103,-46.830652599300002,-23.854301175200000
1937,ENGENHEIRO COELHO,3515152,-47.174792417500001,-22.487092658400002
1938,ESPÍRITO SANTO DO PINHAL,3515186,-46.793318417999998,-22.192488198100001
1939,ESPÍRITO SANTO DO TURVO,3515194,-49.432948249200003,-22.670893612600000
1940,ESTRELA D'OESTE,3515202,-50.411467924800000,-20.265742699000000
1941,FARTURA,3515400,-49.519686991699999,-23.390174767800001
1942,FERNANDÓPOLIS,3515509,-50.283019063799998,-20.271773843500000
1943,FERNANDO PRESTES,3515608,-48.695667914100000,-21.310275230900000
1944,FERNÃO,3515657,-49.542363055999999,-22.365789430700001
1945,FERRAZ DE VASCONCELOS,3515707,-46.373933933499998,-23.561066956200001
1946,FLOREAL,3515905,-50.154811824500001,-20.669591964700000
1947,FLÓRIDA PAULISTA,3516002,-51.170653196099998,-21.539962142699999
1948,FLORÍNIA,3516101,-50.695312109400000,-22.881208815400001
1949,FRANCA,3516200,-47.381112267399999,-20.555223644200002
1950,FRANCISCO MORATO,3516309,-46.723508409600001,-23.273707976899999
1951,FRANCO DA ROCHA,3516408,-46.735750385800003,-23.314170722499998
1952,GABRIEL MONTEIRO,3516507,-50.564747435000001,-21.499590412600000
1953,GÁLIA,3516606,-49.577770189600002,-22.320479978200002
1954,GARÇA,3516705,-49.689635459300000,-22.231042000599999
1955,GASTÃO VIDIGAL,3516804,-50.202782895299997,-20.804286572700001
1956,GAVIÃO PEIXOTO,3516853,-48.447930392499998,-21.791603679300000
1957,GENERAL SALGADO,3516903,-50.415771839300000,-20.638273000600002
1958,GETULINA,3517000,-50.027915698800001,-21.783276300299999
1959,GLICÉRIO,3517109,-50.198881013600001,-21.340260984099999
1960,GUAIÇARA,3517208,-49.762750752899997,-21.569502705800002
1961,GUAIMBÊ,3517307,-49.860641127199997,-21.878505058100000
1962,GUAÍRA,3517406,-48.364137100999997,-20.314037483400000
1963,GUAPIAÇU,3517505,-49.189913277899997,-20.742853460500001
1964,GUAPIARA,3517604,-48.555843638600003,-24.212541884699998
1965,GUARÁ,3517703,-47.775246983899997,-20.482582747500000
1966,GUARACI,3517901,-49.002719665400001,-20.374771094700002
1967,GUARANI D'OESTE,3518008,-50.344607306400000,-20.066833663499999
